CustomerID,Product,Quantity,UnitPrice,Date,Channel,Total
C00343,Burger,5,4.08,2024-11-21,Online,20.4
C00140,Taco,4,3.57,2024-04-15,Online,14.28
C01514,Pizza,3,6.46,2024-01-04,In-Store,19.38
C01379,Burger,2,4.96,2024-09-25,In-Store,9.92
C00004,Dessert,5,2.75,2024-07-09,In-Store,13.75
C01932,Pizza,3,7.56,2024-03-22,In-Store,22.68
C00756,Chicken,2,7.44,2024-05-29,Online,14.88
C01247,Burger,3,4.2,2024-09-26,Online,12.6
C00263,Pizza,4,9.4,2024-12-26,Online,37.6
C02314,Chicken,2,7.69,2024-03-04,Online,15.38
C01112,Burger,3,3.75,2024-01-03,In-Store,11.25
C01039,Fries,5,2.12,2024-03-06,In-Store,10.6
C02023,Taco,2,3.4,2024-10-11,In-Store,6.8
C01223,Chicken,4,6.19,2024-01-13,In-Store,24.76
C02189,Pizza,5,6.79,2024-06-01,Online,33.95
C00439,Taco,4,3.75,2024-02-15,In-Store,15.0
C01903,Dessert,5,2.46,2024-06-30,In-Store,12.3
C00868,Chicken,2,7.19,2024-09-10,Online,14.38
C00100,Burger,2,4.4,2024-04-18,In-Store,8.8
C02242,Dessert,1,3.33,2024-05-16,Online,3.33
C00017,Chicken,2,8.06,2024-11-23,In-Store,16.12
C01670,Taco,5,3.73,2024-04-21,Online,18.65
C02409,Pizza,3,7.08,2024-11-21,Online,21.24
C01134,Burger,5,4.43,2024-03-06,Online,22.15
C01111,Fries,2,2.22,2024-01-16,In-Store,4.44
C00047,Chicken,1,8.55,2024-02-07,Online,8.55
C00272,Pizza,5,7.73,2024-10-22,Online,38.65
C02345,Pizza,1,6.07,2024-09-21,Online,6.07
C01793,Chicken,5,6.41,2024-07-21,In-Store,32.05
C01444,Chicken,3,7.62,2024-05-23,In-Store,22.86
C00980,Taco,2,3.69,2024-06-02,In-Store,7.38
C00837,Drink,2,1.43,2024-08-04,Online,2.86
C01511,Pizza,2,8.03,2024-04-19,In-Store,16.06
C02109,Fries,1,2.11,2024-04-29,In-Store,2.11
C00322,Chicken,3,5.67,2024-04-05,Online,17.01
C00767,Pizza,2,7.59,2024-08-17,Online,15.18
C01997,Pizza,3,7.14,2024-10-14,Online,21.42
C00324,Chicken,2,6.66,2024-10-19,Online,13.32
C00820,Burger,4,4.34,2024-04-08,In-Store,17.36
C00999,Pizza,4,8.5,2024-10-21,Online,34.0
C00089,Taco,1,3.29,2024-03-05,In-Store,3.29
C01991,Burger,1,4.9,2024-06-08,Online,4.9
C00413,Burger,2,5.15,2024-08-21,In-Store,10.3
C01389,Drink,2,1.2,2024-02-24,In-Store,2.4
C01344,Chicken,5,5.97,2024-05-13,In-Store,29.85
C00341,Chicken,1,8.39,2024-10-01,In-Store,8.39
C01402,Pizza,1,8.8,2024-08-13,In-Store,8.8
C00425,Dessert,2,2.51,2024-03-31,Online,5.02
C02107,Taco,1,3.63,2024-04-22,Online,3.63
C00078,Chicken,4,5.89,2024-07-13,Online,23.56
C02057,Burger,3,4.7,2024-07-19,In-Store,14.1
C00391,Dessert,2,2.61,2024-08-30,Online,5.22
C01247,Chicken,1,7.02,2024-05-15,Online,7.02
C01223,Fries,4,1.83,2024-02-26,In-Store,7.32
C00553,Pizza,1,7.36,2024-08-31,Online,7.36
C01995,Burger,1,4.19,2024-01-16,Online,4.19
C00461,Burger,3,4.69,2024-08-24,Online,14.07
C01515,Pizza,3,7.82,2024-09-29,In-Store,23.46
C00636,Burger,4,5.93,2024-03-31,Online,23.72
C01522,Fries,2,2.19,2024-11-03,In-Store,4.38
C00136,Burger,3,3.86,2024-12-03,In-Store,11.58
C01453,Burger,2,4.19,2024-06-24,Online,8.38
C00764,Chicken,2,8.41,2024-10-10,Online,16.82
C01784,Taco,3,3.32,2024-08-15,Online,9.96
C01231,Drink,4,1.26,2024-05-28,Online,5.04
C00576,Pizza,4,7.24,2024-05-18,Online,28.96
C00482,Pizza,5,9.12,2024-09-23,Online,45.6
C00018,Pizza,2,7.84,2024-10-03,Online,15.68
C01113,Taco,4,3.89,2024-11-13,Online,15.56
C00751,Burger,4,5.12,2024-06-01,Online,20.48
C00198,Drink,3,1.27,2024-04-10,Online,3.81
C01155,Pizza,5,8.07,2024-12-22,In-Store,40.35
C01839,Fries,5,1.72,2024-09-28,In-Store,8.6
C00558,Pizza,4,6.89,2024-09-12,Online,27.56
C00932,Pizza,1,8.02,2024-01-30,Online,8.02
C01555,Dessert,2,3.62,2024-12-06,In-Store,7.24
C00687,Taco,4,3.14,2024-02-10,In-Store,12.56
C00074,Burger,1,4.15,2024-05-01,In-Store,4.15
C01732,Chicken,5,7.6,2024-04-05,Online,38.0
C01676,Taco,1,3.85,2024-09-25,Online,3.85
C01435,Burger,2,4.18,2024-11-09,In-Store,8.36
C02141,Taco,3,3.2,2024-10-08,In-Store,9.6
C00443,Burger,2,5.4,2024-06-25,Online,10.8
C00408,Pizza,1,8.29,2024-01-07,Online,8.29
C00282,Chicken,1,8.41,2024-08-14,Online,8.41
C00442,Dessert,4,3.58,2024-10-15,Online,14.32
C00623,Chicken,5,7.67,2024-06-01,In-Store,38.35
C00260,Chicken,1,8.09,2024-05-02,In-Store,8.09
C01636,Fries,5,2.09,2024-03-23,Online,10.45
C01366,Pizza,2,7.1,2024-01-16,Online,14.2
C02481,Pizza,1,7.75,2024-11-13,Online,7.75
C01337,Burger,2,4.29,2024-03-08,In-Store,8.58
C00856,Pizza,2,7.97,2024-02-05,Online,15.94
C00613,Taco,5,3.77,2024-11-16,In-Store,18.85
C00326,Pizza,4,7.1,2024-09-04,Online,28.4
C02361,Pizza,1,6.64,2024-12-10,Online,6.64
C01219,Chicken,4,7.71,2024-04-01,In-Store,30.84
C00998,Burger,1,3.63,2024-12-01,Online,3.63
C01094,Fries,1,2.08,2024-06-15,Online,2.08
C01232,Taco,3,2.67,2024-11-27,In-Store,8.01
C01565,Chicken,1,5.22,2024-09-03,In-Store,5.22
C00323,Pizza,3,9.32,2024-05-20,Online,27.96
C01765,Burger,3,3.76,2024-02-18,Online,11.28
C01796,Dessert,3,3.04,2024-08-14,Online,9.12
C01969,Burger,5,4.33,2024-04-17,Online,21.65
C00732,Chicken,3,7.31,2024-01-08,In-Store,21.93
C01720,Chicken,5,8.26,2024-10-28,Online,41.3
C00291,Burger,1,4.24,2024-06-19,Online,4.24
C00856,Fries,3,2.09,2024-03-08,Online,6.27
C01878,Pizza,5,7.24,2024-08-10,Online,36.2
C00666,Fries,1,2.24,2024-08-22,Online,2.24
C02450,Chicken,1,7.41,2024-04-19,In-Store,7.41
C01211,Taco,5,3.32,2024-08-26,Online,16.6
C00195,Drink,2,1.54,2024-08-02,Online,3.08
C01326,Taco,1,3.71,2024-11-30,Online,3.71
C01161,Dessert,3,2.7,2024-11-04,Online,8.1
C00758,Chicken,2,7.55,2024-02-23,Online,15.1
C00993,Fries,4,2.48,2024-01-17,Online,9.92
C01306,Taco,5,3.26,2024-02-28,In-Store,16.3
C00356,Burger,4,4.11,2024-03-18,In-Store,16.44
C01652,Burger,5,4.68,2024-12-23,Online,23.4
C00455,Burger,4,5.22,2024-10-09,Online,20.88
C01892,Pizza,1,6.97,2024-08-07,Online,6.97
C01250,Burger,5,4.44,2024-09-30,Online,22.2
C02269,Fries,2,2.2,2024-05-31,In-Store,4.4
C02471,Fries,4,2.17,2024-04-06,In-Store,8.68
C02186,Chicken,4,6.57,2024-08-23,Online,26.28
C02217,Fries,5,2.06,2024-04-24,In-Store,10.3
C01514,Chicken,4,6.6,2024-08-05,Online,26.4
C01531,Dessert,3,3.04,2024-09-10,In-Store,9.12
C02264,Pizza,5,8.84,2024-09-02,Online,44.2
C00745,Taco,2,3.79,2024-04-20,In-Store,7.58
C01957,Chicken,1,6.94,2024-04-07,Online,6.94
C00605,Burger,1,4.69,2024-12-20,Online,4.69
C02020,Fries,2,1.71,2024-05-07,Online,3.42
C02388,Fries,2,2.14,2024-03-10,Online,4.28
C02386,Dessert,5,2.34,2024-04-27,Online,11.7
C02432,Drink,1,1.47,2024-04-14,Online,1.47
C01133,Chicken,1,7.28,2024-03-04,Online,7.28
C01897,Taco,5,3.95,2024-03-15,In-Store,19.75
C01014,Chicken,4,7.39,2024-06-24,In-Store,29.56
C00248,Chicken,5,7.68,2024-09-21,Online,38.4
C00925,Pizza,1,8.09,2024-02-24,In-Store,8.09
C02287,Chicken,3,7.8,2024-08-29,In-Store,23.4
C01151,Dessert,5,3.41,2024-05-15,Online,17.05
C02192,Chicken,4,6.44,2024-09-04,In-Store,25.76
C00640,Chicken,5,7.02,2024-02-28,Online,35.1
C00495,Burger,5,4.48,2024-05-28,Online,22.4
C01772,Taco,2,2.8,2024-02-19,In-Store,5.6
C01243,Chicken,4,6.49,2024-09-18,Online,25.96
C00886,Chicken,2,7.93,2024-02-23,Online,15.86
C00150,Burger,4,4.09,2024-08-17,In-Store,16.36
C00545,Chicken,2,7.15,2024-10-27,In-Store,14.3
C01448,Burger,1,4.23,2024-09-22,Online,4.23
C01891,Dessert,1,3.02,2024-10-04,Online,3.02
C02155,Dessert,1,3.03,2024-03-24,Online,3.03
C01491,Chicken,5,7.29,2024-10-29,In-Store,36.45
C01640,Dessert,2,3.25,2024-01-03,Online,6.5
C02408,Pizza,5,10.05,2024-03-22,Online,50.25
C01595,Fries,1,2.42,2024-09-04,Online,2.42
C00489,Burger,5,5.05,2024-05-03,Online,25.25
C00914,Chicken,5,7.13,2024-01-20,Online,35.65
C01535,Taco,3,2.98,2024-12-02,In-Store,8.94
C00054,Burger,1,4.07,2024-10-31,In-Store,4.07
C02010,Chicken,5,6.41,2024-01-20,Online,32.05
C00331,Drink,3,1.43,2024-05-19,Online,4.29
C00882,Chicken,2,6.21,2024-05-28,In-Store,12.42
C02399,Fries,1,1.89,2024-10-18,In-Store,1.89
C00584,Fries,4,2.37,2024-12-06,Online,9.48
C01880,Dessert,2,3.0,2024-12-19,In-Store,6.0
C01876,Drink,3,1.36,2024-12-17,In-Store,4.08
C00887,Fries,1,2.26,2024-10-11,Online,2.26
C00294,Drink,3,1.41,2024-12-05,Online,4.23
C00002,Taco,5,3.28,2024-09-13,In-Store,16.4
C00134,Pizza,4,8.68,2024-02-05,Online,34.72
C02410,Drink,5,1.39,2024-08-28,Online,6.95
C02074,Drink,2,1.32,2024-10-29,In-Store,2.64
C00610,Chicken,3,7.68,2024-08-13,Online,23.04
C00630,Pizza,1,8.89,2024-03-06,In-Store,8.89
C00455,Taco,3,3.09,2024-09-20,In-Store,9.27
C02491,Chicken,3,6.62,2024-01-08,Online,19.86
C01438,Burger,4,3.82,2024-04-12,Online,15.28
C00406,Burger,2,4.18,2024-08-23,Online,8.36
C01169,Taco,2,3.75,2024-11-13,In-Store,7.5
C02488,Drink,1,1.32,2024-08-26,In-Store,1.32
C00465,Burger,1,4.6,2024-09-22,Online,4.6
C01627,Chicken,1,7.41,2024-04-12,Online,7.41
C02141,Taco,1,3.97,2024-04-29,In-Store,3.97
C01379,Fries,5,2.35,2024-05-15,Online,11.75
C01544,Burger,1,3.98,2024-02-15,Online,3.98
C02214,Drink,5,1.43,2024-02-03,Online,7.15
C00015,Burger,4,4.13,2024-10-19,Online,16.52
C00626,Chicken,5,6.17,2024-10-17,In-Store,30.85
C00641,Burger,5,4.63,2024-06-25,Online,23.15
C00481,Fries,4,1.77,2024-03-05,Online,7.08
C01667,Drink,5,1.36,2024-03-23,Online,6.8
C01062,Taco,5,3.81,2024-11-11,Online,19.05
C01087,Dessert,2,3.22,2024-10-22,Online,6.44
C00446,Fries,5,1.88,2024-07-11,Online,9.4
C00893,Burger,2,4.6,2024-11-20,Online,9.2
C00362,Drink,2,1.32,2024-03-06,Online,2.64
C01106,Burger,5,4.32,2024-11-27,Online,21.6
C00550,Chicken,5,6.26,2024-01-12,Online,31.3
C02271,Pizza,3,7.95,2024-07-14,Online,23.85
C01428,Pizza,2,9.1,2024-06-24,In-Store,18.2
C02491,Burger,4,4.45,2024-01-31,Online,17.8
C02011,Drink,1,1.72,2024-06-29,Online,1.72
C00846,Fries,2,2.19,2024-01-20,Online,4.38
C02290,Burger,3,5.1,2024-01-21,In-Store,15.3
C01991,Pizza,2,7.73,2024-10-12,Online,15.46
C01129,Taco,2,3.69,2024-12-23,In-Store,7.38
C01663,Pizza,4,8.43,2024-02-18,Online,33.72
C02382,Pizza,5,9.22,2024-10-21,In-Store,46.1
C02214,Fries,1,1.54,2024-02-24,Online,1.54
C00852,Pizza,5,7.72,2024-04-01,In-Store,38.6
C01795,Chicken,3,7.47,2024-08-29,In-Store,22.41
C02019,Fries,1,2.11,2024-04-01,Online,2.11
C01518,Chicken,5,7.17,2024-06-07,Online,35.85
C01249,Burger,5,4.77,2024-05-29,In-Store,23.85
C01551,Burger,1,4.94,2024-06-12,In-Store,4.94
C00515,Dessert,1,3.23,2024-04-04,In-Store,3.23
C00860,Chicken,1,7.86,2024-06-08,Online,7.86
C00367,Fries,4,2.09,2024-05-08,In-Store,8.36
C00673,Chicken,3,7.4,2024-05-25,In-Store,22.2
C02426,Fries,5,1.83,2024-12-22,Online,9.15
C01313,Chicken,1,6.03,2024-07-01,Online,6.03
C00772,Pizza,4,7.3,2024-01-06,In-Store,29.2
C01760,Pizza,5,7.0,2024-10-24,Online,35.0
C01258,Drink,5,1.59,2024-11-08,Online,7.95
C01244,Chicken,1,7.12,2024-01-31,Online,7.12
C01272,Pizza,3,8.54,2024-05-13,Online,25.62
C01872,Drink,3,1.53,2024-03-19,In-Store,4.59
C00881,Chicken,2,7.36,2024-01-03,In-Store,14.72
C01756,Taco,3,3.24,2024-10-11,In-Store,9.72
C02160,Pizza,5,9.31,2024-11-07,Online,46.55
C01558,Pizza,4,7.95,2024-08-15,Online,31.8
C00159,Pizza,2,7.61,2024-06-28,Online,15.22
C00071,Burger,1,4.88,2024-07-18,In-Store,4.88
C01761,Burger,3,4.62,2024-10-31,Online,13.86
C00249,Burger,2,4.78,2024-01-31,In-Store,9.56
C00017,Burger,1,4.87,2024-03-21,In-Store,4.87
C01499,Burger,5,4.17,2024-10-18,In-Store,20.85
C01160,Chicken,3,6.38,2024-02-16,Online,19.14
C02342,Drink,3,1.46,2024-12-17,Online,4.38
C00881,Burger,2,4.14,2024-06-22,In-Store,8.28
C00192,Drink,1,1.47,2024-04-07,In-Store,1.47
C02138,Fries,2,1.63,2024-10-08,In-Store,3.26
C01236,Taco,4,3.37,2024-03-17,In-Store,13.48
C00838,Pizza,2,8.52,2024-09-27,Online,17.04
C00114,Drink,4,1.59,2024-03-10,Online,6.36
C02447,Pizza,5,7.78,2024-03-31,Online,38.9
C00090,Chicken,5,6.32,2024-08-07,In-Store,31.6
C01302,Pizza,3,7.56,2024-06-14,Online,22.68
C02044,Fries,3,2.07,2024-09-09,Online,6.21
C00541,Taco,4,3.22,2024-03-08,Online,12.88
C00809,Pizza,4,8.52,2024-10-29,In-Store,34.08
C02487,Dessert,3,3.03,2024-11-02,In-Store,9.09
C01785,Dessert,3,2.54,2024-12-15,Online,7.62
C00608,Pizza,1,7.64,2024-09-09,In-Store,7.64
C00282,Taco,2,3.3,2024-05-04,Online,6.6
C00688,Burger,3,4.7,2024-01-17,Online,14.1
C02174,Fries,5,1.7,2024-06-26,Online,8.5
C01923,Burger,2,4.46,2024-11-26,In-Store,8.92
C01889,Pizza,3,7.55,2024-04-19,In-Store,22.65
C01322,Pizza,3,7.36,2024-03-12,Online,22.08
C01258,Pizza,2,6.9,2024-03-23,Online,13.8
C01101,Dessert,1,2.26,2024-09-08,Online,2.26
C01990,Pizza,3,6.9,2024-02-21,Online,20.7
C01222,Drink,2,1.59,2024-06-13,Online,3.18
C01475,Fries,3,2.56,2024-07-18,Online,7.68
C00232,Chicken,4,7.66,2024-12-25,In-Store,30.64
C01426,Taco,2,3.15,2024-08-08,In-Store,6.3
C00916,Chicken,2,8.46,2024-11-27,In-Store,16.92
C00670,Burger,3,4.38,2024-08-31,In-Store,13.14
C01327,Taco,4,3.61,2024-04-11,In-Store,14.44
C01402,Chicken,1,7.18,2024-09-13,Online,7.18
C01521,Pizza,2,8.44,2024-10-07,Online,16.88
C02451,Chicken,1,7.11,2024-12-07,In-Store,7.11
C02468,Chicken,2,7.69,2024-08-11,Online,15.38
C00923,Burger,5,3.21,2024-08-07,In-Store,16.05
C00746,Taco,1,2.77,2024-01-14,Online,2.77
C02396,Burger,2,4.22,2024-03-27,Online,8.44
C01651,Drink,4,1.62,2024-10-23,Online,6.48
C00106,Fries,2,2.01,2024-01-23,Online,4.02
C00496,Burger,3,3.76,2024-06-14,Online,11.28
C01608,Chicken,3,9.43,2024-11-22,Online,28.29
C01915,Burger,3,5.12,2024-03-28,In-Store,15.36
C00661,Pizza,1,7.77,2024-06-25,In-Store,7.77
C01518,Chicken,2,6.44,2024-04-22,In-Store,12.88
C00795,Pizza,3,7.85,2024-04-19,Online,23.55
C00296,Taco,5,4.3,2024-08-10,Online,21.5
C00720,Chicken,3,6.95,2024-04-09,In-Store,20.85
C00296,Chicken,1,7.31,2024-06-06,Online,7.31
C02175,Burger,2,4.36,2024-07-27,In-Store,8.72
C00265,Pizza,2,8.17,2024-12-03,Online,16.34
C02047,Fries,3,1.74,2024-08-23,Online,5.22
C01283,Chicken,3,6.91,2024-08-28,Online,20.73
C00181,Taco,2,3.81,2024-07-01,Online,7.62
C01230,Fries,5,1.9,2024-06-16,Online,9.5
C00200,Pizza,3,8.32,2024-10-17,Online,24.96
C02078,Burger,3,4.56,2024-05-18,Online,13.68
C02073,Pizza,3,8.15,2024-12-03,In-Store,24.45
C02087,Taco,2,3.85,2024-03-19,Online,7.7
C02379,Drink,3,1.27,2024-12-16,In-Store,3.81
C00033,Burger,2,4.71,2024-09-08,In-Store,9.42
C00509,Chicken,5,7.31,2024-07-02,Online,36.55
C00435,Taco,3,3.42,2024-09-26,Online,10.26
C01648,Burger,1,4.36,2024-11-05,Online,4.36
C02228,Burger,5,3.72,2024-08-04,In-Store,18.6
C02484,Taco,5,3.03,2024-11-09,In-Store,15.15
C01650,Fries,4,2.25,2024-05-17,Online,9.0
C00226,Fries,1,1.63,2024-09-01,In-Store,1.63
C01055,Burger,2,4.15,2024-02-05,Online,8.3
C02160,Pizza,2,8.48,2024-03-31,In-Store,16.96
C00444,Pizza,3,8.13,2024-10-11,In-Store,24.39
C00636,Burger,5,5.03,2024-03-29,In-Store,25.15
C00921,Burger,4,4.48,2024-06-29,In-Store,17.92
C01141,Pizza,5,6.57,2024-06-15,Online,32.85
C02202,Chicken,4,7.92,2024-05-25,Online,31.68
C00127,Taco,2,4.04,2024-11-20,Online,8.08
C02024,Pizza,2,8.81,2024-11-28,In-Store,17.62
C02360,Taco,2,3.23,2024-07-26,Online,6.46
C01008,Burger,4,4.18,2024-08-28,In-Store,16.72
C01525,Fries,2,2.12,2024-03-08,In-Store,4.24
C00094,Pizza,2,8.36,2024-07-07,Online,16.72
C01547,Pizza,3,6.52,2024-05-11,In-Store,19.56
C02297,Fries,1,1.94,2024-10-16,In-Store,1.94
C00401,Fries,3,1.81,2024-06-21,Online,5.43
C00584,Drink,2,1.45,2024-07-21,In-Store,2.9
C02223,Dessert,3,3.44,2024-08-18,In-Store,10.32
C00192,Drink,1,1.54,2024-05-14,Online,1.54
C00414,Drink,4,1.44,2024-02-01,Online,5.76
C01259,Burger,1,4.39,2024-02-25,Online,4.39
C01552,Dessert,5,3.57,2024-02-06,Online,17.85
C02167,Drink,5,1.6,2024-01-09,Online,8.0
C02389,Burger,2,5.08,2024-02-21,In-Store,10.16
C00546,Pizza,3,8.04,2024-12-23,In-Store,24.12
C00766,Pizza,4,6.84,2024-05-29,Online,27.36
C01315,Taco,3,2.92,2024-11-15,Online,8.76
C00269,Fries,3,1.63,2024-02-27,Online,4.89
C00875,Pizza,2,8.31,2024-06-15,Online,16.62
C00539,Taco,4,3.55,2024-09-05,Online,14.2
C00456,Drink,2,1.79,2024-02-21,In-Store,3.58
C00937,Burger,5,5.28,2024-02-08,Online,26.4
C00925,Pizza,1,6.32,2024-11-21,In-Store,6.32
C02302,Taco,2,2.76,2024-08-15,Online,5.52
C01259,Fries,2,1.86,2024-10-01,Online,3.72
C00181,Burger,3,4.27,2024-04-26,Online,12.81
C00965,Chicken,4,7.37,2024-11-29,Online,29.48
C00714,Taco,4,3.25,2024-09-21,In-Store,13.0
C01826,Taco,3,3.15,2024-12-19,Online,9.45
C01750,Pizza,2,8.71,2024-03-21,Online,17.42
C00009,Pizza,2,7.61,2024-06-15,Online,15.22
C01793,Pizza,3,7.26,2024-04-03,Online,21.78
C00289,Taco,3,3.47,2024-01-01,Online,10.41
C01455,Pizza,2,8.46,2024-02-25,In-Store,16.92
C01119,Drink,3,1.57,2024-03-21,Online,4.71
C00890,Pizza,2,9.49,2024-11-02,In-Store,18.98
C00789,Pizza,1,8.16,2024-08-10,In-Store,8.16
C02256,Fries,5,2.06,2024-12-25,Online,10.3
C00061,Burger,2,4.62,2024-11-11,Online,9.24
C01765,Fries,4,2.29,2024-05-09,Online,9.16
C02150,Dessert,5,3.25,2024-12-02,Online,16.25
C02496,Fries,4,1.96,2024-02-25,Online,7.84
C02479,Dessert,1,2.92,2024-08-25,Online,2.92
C01356,Chicken,3,7.56,2024-08-04,Online,22.68
C00406,Fries,2,1.89,2024-08-30,In-Store,3.78
C00597,Chicken,1,5.67,2024-08-18,In-Store,5.67
C01603,Burger,4,5.0,2024-09-17,In-Store,20.0
C01499,Fries,5,2.16,2024-10-25,In-Store,10.8
C00873,Chicken,2,7.76,2024-07-17,In-Store,15.52
C00417,Pizza,3,7.94,2024-09-08,In-Store,23.82
C00359,Pizza,1,6.9,2024-10-02,In-Store,6.9
C01147,Chicken,2,7.3,2024-06-08,Online,14.6
C00688,Fries,2,1.71,2024-01-09,In-Store,3.42
C00215,Burger,5,4.06,2024-11-19,Online,20.3
C00182,Dessert,2,3.0,2024-08-29,In-Store,6.0
C01559,Fries,4,2.24,2024-07-07,Online,8.96
C02241,Taco,2,3.43,2024-09-12,Online,6.86
C01685,Pizza,4,8.67,2024-04-07,Online,34.68
C01440,Chicken,1,6.7,2024-10-29,In-Store,6.7
C02413,Taco,3,4.04,2024-02-23,In-Store,12.12
C02081,Drink,2,1.52,2024-02-22,In-Store,3.04
C01212,Taco,5,2.82,2024-12-12,Online,14.1
C00905,Drink,3,1.67,2024-09-13,Online,5.01
C01105,Pizza,2,8.52,2024-03-28,Online,17.04
C00582,Fries,5,2.07,2024-06-16,In-Store,10.35
C00007,Pizza,2,8.58,2024-07-25,Online,17.16
C01031,Burger,3,4.25,2024-03-07,Online,12.75
C01657,Chicken,5,6.74,2024-10-20,Online,33.7
C02041,Dessert,3,3.2,2024-10-25,Online,9.6
C01989,Taco,2,3.49,2024-10-23,Online,6.98
C02162,Drink,3,1.4,2024-09-25,Online,4.2
C01162,Pizza,5,7.49,2024-05-15,In-Store,37.45
C01820,Drink,3,1.82,2024-03-12,In-Store,5.46
C00687,Fries,1,2.01,2024-01-07,In-Store,2.01
C00533,Taco,3,3.43,2024-12-05,In-Store,10.29
C01790,Burger,3,5.07,2024-01-29,In-Store,15.21
C02415,Burger,1,3.93,2024-07-16,In-Store,3.93
C02232,Chicken,2,6.31,2024-12-02,Online,12.62
C00288,Burger,1,3.93,2024-02-22,In-Store,3.93
C02419,Taco,5,3.59,2024-07-09,In-Store,17.95
C01700,Burger,2,4.59,2024-04-02,In-Store,9.18
C01439,Chicken,4,7.24,2024-02-12,In-Store,28.96
C01862,Drink,5,1.32,2024-03-12,In-Store,6.6
C00822,Dessert,4,2.84,2024-09-25,In-Store,11.36
